comparison,city,population_method,difference_m,cells,allocated_population,F_cells,F_allocated_population
representative_minus_mean,Both,all,84.8284188227,1,2517.7262292,0.763057324841,0.900855097583
representative_minus_mean,Both,all,84.8936451996,1,336.02332213,0.763239308462,0.900913102609
representative_minus_mean,Both,all,84.9677488402,1,1690.23728603,0.763421292084,0.901204874786
representative_minus_mean,Both,all,84.9815666593,1,6.95789431875,0.763603275705,0.901206075872
representative_minus_mean,Both,all,85.0467680432,1,1118.53145343,0.763785259327,0.901399159033
representative_minus_mean,Both,all,85.1247580895,1,49.0730081155,0.763967242948,0.901407630115
representative_minus_mean,Both,all,85.1378982628,1,730.172161105,0.76414922657,0.90153367391
representative_minus_mean,Both,all,85.1466654672,1,3039.83142437,0.764331210191,0.902058415756
representative_minus_mean,Both,all,85.5050919844,1,908.59881348,0.764513193813,0.90221525992
representative_minus_mean,Both,all,85.575821095,1,990.469184658,0.764695177434,0.902386236714
representative_minus_mean,Both,all,85.6261590344,1,866.271233206,0.764877161056,0.902535774205
representative_minus_mean,Both,all,85.6315910076,1,1359.62852837,0.765059144677,0.902770476031
representative_minus_mean,Both,all,85.7330795335,1,1782.97925158,0.765241128298,0.903078257514
representative_minus_mean,Both,all,85.85466705,1,185.136877612,0.76542311192,0.903110216216
representative_minus_mean,Both,all,85.8728381503,1,599.748060655,0.765605095541,0.903213745939
representative_minus_mean,Both,all,86.0626238447,1,1573.34219107,0.765787079163,0.903485339449
representative_minus_mean,Both,all,86.1237296974,1,7.0476310132,0.765969062784,0.903486556026
representative_minus_mean,Both,all,86.1706470953,1,1539.58814685,0.766151046406,0.903752322844
representative_minus_mean,Both,all,86.2744927764,1,3349.14975564,0.766333030027,0.904330459847
representative_minus_mean,Both,all,86.3055883564,1,470.059113728,0.766515013649,0.904411602401
representative_minus_mean,Both,all,86.3376812194,1,854.873577248,0.76669699727,0.904559172407
representative_minus_mean,Both,all,86.4331895466,1,1763.34186215,0.766878980892,0.904863564044
representative_minus_mean,Both,all,86.4378081936,1,2191.23833499,0.767060964513,0.905241820036
representative_minus_mean,Both,all,86.4489740196,1,78.8778576953,0.767242948135,0.905255436091
representative_minus_mean,Both,all,86.504826773,1,96.799445667,0.767424931756,0.905272145807
representative_minus_mean,Both,all,86.5217929958,1,744.035126264,0.767606915378,0.905400582655
representative_minus_mean,Both,all,86.8234970818,1,1440.84920225,0.767788898999,0.905649304957
representative_minus_mean,Both,all,86.9003754934,1,0.723658177698,0.767970882621,0.905649429877
representative_minus_mean,Both,all,86.9471507817,1,1385.28211233,0.768152866242,0.905888560076
representative_minus_mean,Both,all,87.0207528494,1,163.785941918,0.768334849864,0.905916833136
representative_minus_mean,Both,all,87.0579114548,1,645.292447917,0.768516833485,0.906028224823
representative_minus_mean,Both,all,87.1151413621,1,281.135562341,0.768698817106,0.906076755012
representative_minus_mean,Both,all,87.1643838828,1,254.119278975,0.768880800728,0.906120621596
representative_minus_mean,Both,all,87.1751308829,1,293.87263114,0.769062784349,0.906171350484
representative_minus_mean,Both,all,87.3384813645,1,522.769215251,0.769244767971,0.906261591963
representative_minus_mean,Both,all,87.3659915197,1,220.164337681,0.769426751592,0.906299597176
representative_minus_mean,Both,all,87.4091432006,1,172.408360822,0.769608735214,0.906329358656
representative_minus_mean,Both,all,87.4569128331,1,2915.17066364,0.769790718835,0.90683258131
representative_minus_mean,Both,all,87.5293377569,1,2695.6670766,0.769972702457,0.907297912811
representative_minus_mean,Both,all,87.580275667,1,704.229987196,0.770154686078,0.907419478415
representative_minus_mean,Both,all,87.5960348805,1,90.7441020086,0.7703366697,0.907435142845
representative_minus_mean,Both,all,87.712196772,1,425.8255218,0.770518653321,0.907508649708
representative_minus_mean,Both,all,87.9531984729,1,13.2535154804,0.770700636943,0.907510937556
representative_minus_mean,Both,all,87.9783711742,1,1555.31902238,0.770882620564,0.907779419871
representative_minus_mean,Both,all,88.0864785753,1,914.622052284,0.771064604186,0.907937303779
representative_minus_mean,Both,all,88.111243976,1,100.727032274,0.771246587807,0.907954691483
representative_minus_mean,Both,all,88.3050598143,1,36.9897640842,0.771428571429,0.90796107673
representative_minus_mean,Both,all,88.3283980718,1,748.181102757,0.77161055505,0.908090229265
representative_minus_mean,Both,all,88.4089521185,1,43.4785233077,0.771792538672,0.908097734616
representative_minus_mean,Both,all,88.5068233915,1,364.729465442,0.771974522293,0.908160694953
representative_minus_mean,Both,all,88.5706894882,1,258.054676402,0.772156505914,0.908205240873
representative_minus_mean,Both,all,88.6963918805,1,55.5026562178,0.772338489536,0.908214821854
representative_minus_mean,Both,all,88.7160544295,1,32.3109878802,0.772520473157,0.908220399442
representative_minus_mean,Both,all,88.7613809229,1,138.607556726,0.772702456779,0.908244326159
representative_minus_mean,Both,all,88.7746236324,1,43.5582192055,0.7728844404,0.908251845267
representative_minus_mean,Both,all,88.7827472646,1,433.039271205,0.773066424022,0.908326597381
representative_minus_mean,Both,all,88.8027498804,1,2.67831413847,0.773248407643,0.908327059717
representative_minus_mean,Both,all,88.8762232852,1,1196.17979233,0.773430391265,0.908533546692
representative_minus_mean,Both,all,88.9028261908,1,52.8705326231,0.773612374886,0.90854267331
representative_minus_mean,Both,all,89.0188042251,1,776.664915552,0.773794358508,0.908676742778
representative_minus_mean,Both,all,89.0586345177,1,4.73754039438,0.773976342129,0.908677560582
representative_minus_mean,Both,all,89.1984055281,1,14.1213258359,0.774158325751,0.908679998233
representative_minus_mean,Both,all,89.2561961243,1,34.4315891286,0.774340309372,0.908685941884
representative_minus_mean,Both,all,89.284708967,1,83.1388832917,0.774522292994,0.908700293486
representative_minus_mean,Both,all,89.406194343,1,55.8646739505,0.774704276615,0.908709936959
representative_minus_mean,Both,all,89.4451270394,1,55.4272139568,0.774886260237,0.908719504917
representative_minus_mean,Both,all,89.5784946964,1,39.5768711894,0.775068243858,0.908726336756
representative_minus_mean,Both,all,89.6146548919,1,1546.52353472,0.77525022748,0.908993300776
representative_minus_mean,Both,all,89.64611978,1,154.500243333,0.775432211101,0.90901997092
representative_minus_mean,Both,all,89.704229283,1,5.50230451727,0.775614194722,0.909020920739
representative_minus_mean,Both,all,89.7067727376,1,297.738854655,0.775796178344,0.909072317022
representative_minus_mean,Both,all,89.8506529285,1,2904.00539093,0.775978161965,0.909573612304
representative_minus_mean,Both,all,89.8890684783,1,1865.92796346,0.776160145587,0.909895712562
representative_minus_mean,Both,all,89.9544476787,1,52.354303295,0.776342129208,0.909904750067
representative_minus_mean,Both,all,89.9760902764,1,7.10694674484,0.77652411283,0.909905976883
representative_minus_mean,Both,all,90.0587924958,1,1672.95984352,0.776706096451,0.910194766594
representative_minus_mean,Both,all,90.0943509348,1,860.580903628,0.776888080073,0.910343321809
representative_minus_mean,Both,all,90.209467387,1,1.10040724932,0.777070063694,0.910343511764
representative_minus_mean,Both,all,90.2198074545,1,2255.29281738,0.777252047316,0.91073282497
representative_minus_mean,Both,all,90.2431816187,1,862.404196082,0.777434030937,0.910881694926
representative_minus_mean,Both,all,90.6553846952,1,3817.02280213,0.777616014559,0.911540597119
representative_minus_mean,Both,all,90.6991330511,1,140.767513015,0.77779799818,0.911564896692
representative_minus_mean,Both,all,90.7946641887,1,3391.86764313,0.777979981802,0.912150407742
representative_minus_mean,Both,all,90.8229555129,1,3092.66729317,0.778161965423,0.912684270223
representative_minus_mean,Both,all,90.8475093901,1,76.7058226116,0.778343949045,0.912697511338
representative_minus_mean,Both,all,90.8727464646,1,24.9493757732,0.778525932666,0.912701818149
representative_minus_mean,Both,all,90.9045391547,1,9.98223886045,0.778707916288,0.912703541303
representative_minus_mean,Both,all,90.9624074992,1,1179.79805452,0.778889899909,0.912907200429
representative_minus_mean,Both,all,91.119096326,1,28.7385668439,0.77907188353,0.912912161339
representative_minus_mean,Both,all,91.1623458084,1,4723.73726807,0.779253867152,0.913727582416
representative_minus_mean,Both,all,91.2463888821,1,130.263444743,0.779435850773,0.913750068756
representative_minus_mean,Both,all,91.2627361024,1,275.474229979,0.779617834395,0.913797621674
representative_minus_mean,Both,all,91.2948148316,1,3544.8811979,0.779799818016,0.914409546234
representative_minus_mean,Both,all,91.3615486719,1,526.403633039,0.779981801638,0.914500415093
representative_minus_mean,Both,all,91.5140407038,1,94.1889154206,0.780163785259,0.914516674174
representative_minus_mean,Both,all,91.5212511354,1,371.768363609,0.780345768881,0.914580849581
representative_minus_mean,Both,all,91.6631091761,1,24.6469624063,0.780527752502,0.914585104189
representative_minus_mean,Both,all,91.7376755235,1,41.1517080924,0.780709736124,0.91459220788
representative_minus_mean,Both,all,91.739528882,1,49.9261337581,0.780891719745,0.91460082623
representative_minus_mean,Both,all,91.8239262767,1,2162.43977442,0.781073703367,0.914974110956
representative_minus_mean,Both,all,91.826442791,1,130.698594415,0.781255686988,0.914996672412
representative_minus_mean,Both,all,91.9046543939,1,8.09796335711,0.78143767061,0.914998070299
representative_minus_mean,Both,all,92.1235791882,1,186.7658646,0.781619654231,0.9150303102
representative_minus_mean,Both,all,92.1238256182,1,113.74535384,0.781801637853,0.915049945153
representative_minus_mean,Both,all,92.1676166607,1,2409.34747086,0.781983621474,0.915465851585
representative_minus_mean,Both,all,92.1718224627,1,8.05410968857,0.782165605096,0.915467241901
representative_minus_mean,Both,all,92.2991846473,1,4.83571431267,0.782347588717,0.915468076652
representative_minus_mean,Both,all,92.3665700617,1,1536.9166292,0.782529572338,0.915733382308
representative_minus_mean,Both,all,92.5103632935,1,1271.79021296,0.78271155596,0.915952921306
representative_minus_mean,Both,all,92.5416825707,1,5.92410217456,0.782893539581,0.915953943937
representative_minus_mean,Both,all,92.751325229,1,503.331844679,0.783075523203,0.916040830097
representative_minus_mean,Both,all,92.7520825859,1,39.1882654224,0.783257506824,0.916047594855
representative_minus_mean,Both,all,92.8159063485,1,198.327279196,0.783439490446,0.916081830511
representative_minus_mean,Both,all,92.8243544242,1,104.663678674,0.783621474067,0.916099897767
representative_minus_mean,Both,all,92.8431586672,1,421.425548885,0.783803457689,0.916172645097
representative_minus_mean,Both,all,92.9080215297,1,2133.35920257,0.78398544131,0.916540909876
representative_minus_mean,Both,all,92.9717626674,1,874.56907256,0.784167424932,0.916691879757
representative_minus_mean,Both,all,93.0278359313,1,2020.83975351,0.784349408553,0.917040721201
representative_minus_mean,Both,all,93.0378063233,1,130.592900936,0.784531392175,0.917063264412
representative_minus_mean,Both,all,93.0489821147,1,12.2387567291,0.784713375796,0.917065377091
representative_minus_mean,Both,all,93.1418687729,1,1694.07279082,0.784895359418,0.917357811361
representative_minus_mean,Both,all,93.4148719654,1,87.0073915035,0.785077343039,0.917372830753
representative_minus_mean,Both,all,93.4255585784,1,38.7792093009,0.785259326661,0.917379524899
representative_minus_mean,Both,all,93.5168584014,1,11.0014661933,0.785441310282,0.917381423994
representative_minus_mean,Both,all,93.5328674866,1,2298.94985255,0.785623293904,0.917778273366
representative_minus_mean,Both,all,93.575312573,1,502.643769965,0.785805277525,0.917865040749
representative_minus_mean,Both,all,93.5763954883,1,1019.66604889,0.785987261146,0.918041057564
representative_minus_mean,Both,all,93.7851684723,1,366.003450621,0.786169244768,0.91810423782
representative_minus_mean,Both,all,93.9140681673,1,1084.58639837,0.786351228389,0.918291461317
representative_minus_mean,Both,all,93.9148519476,1,140.439356865,0.786533212011,0.918315704243
representative_minus_mean,Both,all,94.0500956519,1,99.2905059742,0.786715195632,0.918332843971
representative_minus_mean,Both,all,94.1151036551,1,3862.79618136,0.786897179254,0.918999647657
representative_minus_mean,Both,all,94.2562136377,1,62.6857380336,0.787079162875,0.919010468596
representative_minus_mean,Both,all,94.3260983776,1,99.6200874407,0.787261146497,0.919027665217
representative_minus_mean,Both,all,94.3483899523,1,117.37579904,0.787443130118,0.919047926865
representative_minus_mean,Both,all,94.3814273149,1,96.4402570093,0.78762511374,0.919064574577
representative_minus_mean,Both,all,94.3826175942,1,58.578871265,0.787807097361,0.91907468658
representative_minus_mean,Both,all,94.57692866,1,138.838962862,0.787989080983,0.919098653243
representative_minus_mean,Both,all,94.6735882355,1,6.66495658003,0.788171064604,0.919099803761
representative_minus_mean,Both,all,94.7566876957,1,25.160565907,0.788353048226,0.919104147029
representative_minus_mean,Both,all,95.2186443173,1,630.44390801,0.788535031847,0.919212975531
representative_minus_mean,Both,all,95.2330710397,1,1102.88194287,0.788717015469,0.919403357242
representative_minus_mean,Both,all,95.2460182814,1,117.999515188,0.78889899909,0.919423726557
representative_minus_mean,Both,all,95.3013831262,1,474.154579195,0.789080982712,0.919505576079
representative_minus_mean,Both,all,95.4362448007,1,529.47560105,0.789262966333,0.919596975228
representative_minus_mean,Both,all,95.5599755617,1,2762.46490208,0.789444949955,0.920073837504
representative_minus_mean,Both,all,95.562495899,1,1222.32229428,0.789626933576,0.92028483725
representative_minus_mean,Both,all,95.617752576,1,3581.50550891,0.789808917197,0.920903083972
representative_minus_mean,Both,all,95.6629949232,1,1230.96616515,0.789990900819,0.92111557584
representative_minus_mean,Both,all,95.7547292502,1,28.8122221668,0.79017288444,0.921120549464
representative_minus_mean,Both,all,95.7680974757,1,3.41915379158,0.790354868062,0.921121139686
representative_minus_mean,Both,all,95.7694724819,1,110.197491192,0.790536851683,0.921140162199
representative_minus_mean,Both,all,95.7770613544,1,401.382382069,0.790718835305,0.921209449638
representative_minus_mean,Both,all,95.8735599671,1,1212.37358985,0.790900818926,0.921418732018
representative_minus_mean,Both,all,95.9174771723,1,9.10100263203,0.791082802548,0.921420303052
representative_minus_mean,Both,all,95.9495637966,1,455.465688972,0.791264786169,0.92149892646
representative_minus_mean,Both,all,95.954920741,1,1468.44914034,0.791446769791,0.921752413119
